3.5,-7.25
3.0008,-7.251
3.2517,-5.003
3.2517,-5.5028
3.5,-5.25
2.2545,-5.5066
2.2545,-5.0061
2.0042,-5.2559
2.5045,-4.7562
3.0034,-4.7556
2.7538,-4.5055
2.2541,-4.5054
2.004,-4.7553
3.2507,-3.5025
3.5,-3.75
2.2546,-4.0067
2.2535,-3.5056
2.0042,-3.7558
2.5024,-3.2546
3.0004,-3.254
2.7505,-3.0031
2.2525,-3.0033
2.0036,-3.2544
3.2471,-1.9961
3.5,-2.25
2.2524,-2.5004
2.2525,-1.9888
2.0051,-2.2464
2.5,-1.7192
2.2525,-1.4633
2.0051,-1.7329
2.503,-1.1535
2.2437,-0.9039
1.9933,-1.2137
2.6347,-0.6739
2.769,-0.9138
2.932,-0.4944
3.2839,0.0264
3.0838,-0.2215
3.5,-0.25
1.978,1.3065
2.1645,1.092
2.3938,1.2995
2.2072,1.514
4.7557,3.0688
4.75,3.5
4.5158,3.2399
6,3.25
5.75,3.5
3.2134,2.9598
3.4851,3.2039
3.25,3.5
2.9783,3.2559
2.7138,3.0346
2.75,3.5
1.7411,3.0679
1.75,3.5
1.1807,1.1501
1.19,0.9131
0.502,3.2559
0.25,3.5
0,3.25
1.1418,1.4065
0.8664,1.4362
0.9131,1.19
0.8565,2.055
0.7878,1.7648
1.1438,1.6711
1.2125,1.9612
0.1958,1.4872
0.4905,1.7026
0,1.75
1.4319,1.594
0.78,2.5461
1.0167,2.8101
0.7527,3.0251
3.7896,1.4947
3.4877,1.3734
3.5039,1.0515
3.7952,1.1785
1.4872,0.1958
1.785,0.2587
3.377,0.5373
3.1369,0.3198
3.512,0.245
3.6076,0.7257
3.2618,0.8666
2.8392,0.8916
2.6209,1.1048
2.4204,0.8724
2.6386,0.6593
3.8201,1.8373
3.4634,2.027
3.5109,1.7167
4.0675,1.586
4.2636,2.9936
4.25,3.5
3.9978,3.2538
4.6991,2.8047
2.7027,-0.3218
2.8545,-0.0488
1.5,-1.25
1.7522,-1.4871
3.733,2.9577
3.75,3.5
1.7528,-1.9958
1.5,-2.25
1.7522,-2.5006
3.5,-1.75
2.9968,-1.7354
1.5,-2.75
1.7517,-3.0017
2.0039,-2.7523
1.7519,-3.5027
1.5,-3.75
1.7523,-4.0032
3.5,-3.25
1.5,-4.25
1.7519,-4.5025
2.0041,-4.2556
1.7521,-5.0028
1.5,-5.25
1.7521,-5.5031
3.5,-4.75
1.5,-5.75
1.7513,-6.0023
2.0034,-5.7554
3.5,-5.75
1.5,-6.25
2.7514,-7.002
2.5006,-7.2509
2.75,-7.5
2.25,-7.5
2.5045,-4.2564
1.5,-4.75
2.501,-2.7515
1.5,-3.25
2.75,-1.4655
1.5,-1.75
2.4732,0.437
2.6511,0.2653
2.8164,0.4876
2.395,-0.5951
2.4629,-0.243
2.1768,1.8845
2.0177,1.7087
2.3664,1.6899
3.5814,2.7294
3.9945,2.7868
3.0796,1.1312
3.2371,1.3315
2.9845,1.5527
2.827,1.3523
2.4459,2.8474
2.6342,2.6004
2.902,2.7876
1.5076,2.8533
1.7483,2.6537
1.9818,2.8683
1.5468,2.4477
1.7797,2.2624
1.9812,2.4685
0.75,3.5
1.2757,2.613
0.574,1.3858
2.1992,2.6504
2.119,0.3541
2.3367,0.1733
2.2555,0.6178
3.3455,2.6656
4.1586,2.5864
4.4277,2.7932
2.5736,0.0361
3.0213,0.627
3.2603,1.6748
4.3908,2.4706
1.076,2.3678
1.3472,2.2025
2.932,0.1804
2.9283,1.8003
3.2041,1.9225
2.3579,2.062
2.1778,2.2618
1.9967,2.0842
2.5517,2.2098
2.4844,1.8763
2.6782,2.0241
1.4813,1.828
1.6161,2.0693
1.8845,1.5607
1.6504,1.5091
2.5999,1.5471
2.7178,1.7335
2.3957,2.4437
1.6998,1.7431
3.3919,2.3224
1.833,1.8911
